,irreps_type,tensor_product_type,lmax,batch,normalization,Time,all GFLOPs,GB,TC GFLOPs/s,CC GFLOPs/s,all GFLOPs/s,GB/s
574,SISO,GTP-grid,2,1000000,1,0.00509888,12.012413963675499,2.101094961166382,1112.5112569288362,1324.318721187356,2436.8299781161923,501.7555165206983
575,SISO,GTP-grid,8,1000000,1,0.031476000000000004,205.06002940237522,16.208147644996643,3477.3325812133735,2370.467982040614,5847.800563253987,556.4828008441102
581,MIMO,CGTP-dense,2,1,19,2.7935999999999998e-05,1.6568228602409363e-06,3.409385681152344e-05,0.0,0.04974683256122574,0.04974683256122574,1.1502291517103735
582,SIMO,CGTP-sparse,2,10000,1,5.0367999999999996e-05,0.008242204785346985,0.0008157491683959961,0.0,46.53457986307015,46.53457986307015,8.493037756204295
583,MIMO,GTP-fourier,6,1,25,0.00010041600000000001,0.021325962617993355,0.001851201057434082,0.0,85.5570312494804,85.5570312494804,39.755141373466195
585,MIMO,GTP-grid,8,1,33,4.0544e-05,0.0007662810385227203,0.0008838176727294922,3.5919936587806025,13.850830150675952,17.442823809456552,18.684708446263723
587,MIMO,CGTP-dense,2,100,19,8.640000000000001e-05,0.0016722418367862701,0.00023651123046875,0.0,8.686488154824154,8.686488154824154,2.9375490155156108
589,MIMO,Matrix-TP,3,1000000,13,0.011305151999999999,76.83625793457031,6.634572625160217,5318.578371376629,1210.5801071420722,6529.158478518701,580.2875062692057
593,MIMO,CGTP-sparse,6,100000,231,0.023639839999999995,14.256034046411514,4.6971025466918945,0.0,98.78086241795565,98.78086241795565,60.45399105359715
594,SIMO,CGTP-sparse,1,10000,1,1.9007999999999998e-05,0.0019278377294540405,0.0004659891128540039,0.0,70.71001061671217,70.71001061671217,19.23263586523825
599,MIMO,e3x-TP,1,1000,1,2.9951999999999997e-05,0.005211830139160156,0.0004361867904663086,0.0,117.14884592575912,117.14884592575912,16.149443521098704
602,MIMO,CGTP-dense,6,10000,231,0.0015205439999999998,3.2168612629175186,0.34572625160217285,97.55679969280261,149.04146640060728,246.59826609340982,199.37410483842854
604,MIMO,GTP-fourier,5,100000,21,0.02897328,62.29423388838768,2.9229003190994263,5782.818252347386,293.5824730393399,6076.400725386726,474.3664293274238
605,SIMO,GTP-fourier,4,10000,1,0.001550048,3.902994379401207,0.1926814317703247,4447.502378561781,287.6579957108897,4735.16037427267,391.0254953155494
609,MIMO,CGTP-sparse,7,100000,344,0.04093158399999999,27.43937075138092,7.437581777572632,0.0,105.74155262314717,105.74155262314717,51.83654676353081
612,SISO,CGTP-sparse,6,1000,1,2.0032e-05,0.0018887221813201904,0.0001093149185180664,0.0,58.43818630322371,58.43818630322371,3.710018467682686
614,MIMO,CGTP-dense,8,100,489,0.00127184,0.16999800968915224,0.010341763496398926,0.0,6.9867886878337675,6.9867886878337675,7.723990796614097
616,SISO,CGTP-dense,8,1000000,1,0.006566368,17.94306045770645,4.010386943817139,0.0,1973.406813936721,1973.406813936721,614.8655805460485
621,SIMO,GTP-grid,5,1000,1,7.0528e-05,0.10873566567897797,0.008251190185546875,659.3453125137512,347.35840170932687,1006.7037142230779,123.92349246322702
622,MIMO,CGTP-sparse,5,10000,146,0.0018312639999999998,0.6696674972772598,0.1195518970489502,0.0,105.86968947114657,105.86968947114657,30.527957053638808
626,MIMO,CGTP-sparse,6,1000,231,0.0012251200000000001,0.14256034046411514,0.03336918354034424,0.0,53.17154103088656,53.17154103088656,18.93077334630445
628,SISO,GTP-grid,5,1000,1,6.0735999999999996e-05,0.05545668303966522,0.006255626678466797,215.9588578818501,477.5169295401301,693.4757874219802,114.09270314345645
629,MIMO,GTP-fourier,6,1000000,25,0.682393056,1616.007648408413,41.329270124435425,6667.291870932642,305.6528179094383,6972.944688842081,455.5851712322499
633,MIMO,GTP-grid,1,1000,5,3.926400000000001e-05,0.01353888213634491,0.0006999969482421875,112.78078481625474,185.67714034732623,298.4579251635809,19.45243207739717
634,SISO,GTP-fourier,8,10000,1,0.015711488,36.81023024022579,0.7826998233795166,4609.666119400258,233.7449242241131,4843.411043624371,373.92430859937394
635,SIMO,CGTP-sparse,5,1000000,1,0.03960339199999999,8.082948625087738,1.135004997253418,0.0,72.6954223409767,72.6954223409767,92.14395181954852
636,MIMO,Matrix-TP,6,100000,25,0.01293952,216.1349639892578,6.028615355491638,10634.108452518993,2648.5460347179674,13282.65448723696,458.7900953533969
638,SISO,CGTP-sparse,4,1000,1,1.3792e-05,0.0009052455425262451,0.0003839731216430664,0.0,49.45572332612105,49.45572332612105,29.472269551463864
641,SISO,GTP-grid,6,1000,1,6.8416e-05,0.06557217240333557,0.009488224983215332,214.62577851220902,489.7634090123642,704.3891875245732,140.50194508425488
647,MIMO,CGTP-dense,5,100000,146,0.008621535999999999,21.04001033306122,4.280547738075256,96.57451661643647,262.00243998862163,358.5769566050581,469.5317466031763
649,MIMO,GTP-grid,5,1,21,2.8896000000000003e-05,0.0002591535449028015,0.00019156932830810547,0.7392824158187985,7.165777532938544,7.905059948757343,6.336490323164666
650,MIMO,CGTP-sparse,2,1000,19,0.000181792,0.00222865492105484,0.0013564825057983398,0.0,10.058685391349291,10.058685391349291,7.880912827321434
652,SIMO,CGTP-sparse,1,1000000,1,0.00031433599999999997,0.19278377294540405,0.10905969142913818,0.0,129.34202637605472,129.34202637605472,153.28954404131275
653,MIMO,Matrix-TP,3,10000,13,0.00035049600000000005,0.5504264831542969,0.09575307369232178,1509.533637563012,682.2877847987248,2191.8214223617365,385.1870355763911
655,MIMO,CGTP-sparse,2,1,19,0.000144928,7.245689630508423e-07,0.00013911724090576172,0.0,0.005086099133121725,0.005086099133121725,0.9638473255252841
661,SIMO,CGTP-sparse,3,1000000,1,0.002791136,2.1709129214286804,0.46829843521118164,0.0,91.43155984491139,91.43155984491139,85.75417199427687
666,MIMO,Matrix-TP,7,10000,29,0.0020285119999999997,34.625518798828125,0.9466614723205566,17526.27345406033,56.94495510072346,17583.218409161054,458.9922467520955
671,SISO,CGTP-sparse,4,10000,1,2.3584e-05,0.009052455425262451,0.0006995201110839844,0.0,230.36582413636125,230.36582413636125,18.128271235307427
672,MIMO,CGTP-dense,3,10000,44,0.00027759999999999997,0.2160901129245758,0.038428544998168945,0.0,161.73043781680732,161.73043781680732,148.34179301683588
673,SIMO,CGTP-sparse,8,1000,1,0.000231808,0.029020942747592926,0.002815842628479004,0.0,74.36869681297426,74.36869681297426,13.61100544282229
674,SIMO,CGTP-dense,6,1000000,1,0.020444959999999998,56.33739519119263,12.383398294448853,261.6074647796288,1064.997487081327,1326.604951860956,574.1078184647995
675,MIMO,CGTP-sparse,4,1000,85,0.000437952,0.02770218998193741,0.007655501365661621,0.0,38.68615507829484,38.68615507829484,15.14595251157975
676,MIMO,Matrix-TP,7,100000,29,0.02363168,342.86566162109375,9.645761847496033,9702.680779915878,2407.2748029046993,12109.955582820578,461.3243004709157
677,MIMO,GTP-fourier,5,1,21,8.3104e-05,0.007492627948522568,0.0009676218032836914,0.0,47.042031949842126,47.042031949842126,19.620076381992806
678,MIMO,CGTP-dense,6,100,231,0.0007051840000000001,0.04828371573239565,0.0037173032760620117,0.0,6.726402128517137,6.726402128517137,5.370851914813115
681,SIMO,GTP-fourier,5,100000,1,0.029039264000000002,62.29423388838768,2.9014445543289185,5717.433075355293,291.3935690486629,6008.826644403956,444.5475050595033
682,SIMO,GTP-grid,6,1000,1,7.916800000000001e-05,0.18268456682562828,0.01046144962310791,871.136121708256,408.5840183893841,1279.72014009764,152.19778500910485
683,MIMO,GTP-grid,7,1000,29,8.272e-05,0.35936714708805084,0.012201309204101562,2439.7333650276805,17.153021994766554,2456.886387022447,171.9794578926768
687,SIMO,GTP-grid,8,1000000,1,0.044908704,656.6329761184752,17.96468675136566,9574.834250238298,1537.7423883798253,11112.576638618124,475.55448943359386
688,MIMO,GTP-fourier,10,10000,41,0.036076256,78.9618254750967,1.1224695444107056,7177.173331897446,311.79486698769125,7488.968198885137,409.9471118790733
689,MIMO,Matrix-TP,1,10000,5,3.6031999999999997e-05,0.021318435668945312,0.004717826843261719,0.0,277.31208387775575,277.31208387775575,143.24866647412583
695,MIMO,GTP-grid,3,10000,13,0.000136576,0.2620922550559044,0.04831051826477051,341.0656103786981,864.5673012340742,1205.6329116127722,387.73067273113844
696,MIMO,GTP-grid,3,1,13,2.3488e-05,0.00010283291339874268,5.745887756347656e-05,0.7817002593493851,2.8139354782629447,3.595635737612329,2.340269068005396
708,SIMO,GTP-fourier,1,100000,1,0.000641568,1.7398816049098969,0.19258737564086914,996.2054856567114,149.68559829002848,1145.89108394674,440.1284530632441
712,MIMO,GTP-grid,9,10000,37,0.001037088,10.499803557991982,0.3556509017944336,5294.603016324517,1054.1367896440338,6348.73980596855,433.9234500106984
717,SISO,CGTP-sparse,6,10000,1,6.5984e-05,0.018887221813201904,0.0010535717010498047,0.0,140.2294325641624,140.2294325641624,8.287607079331853
718,MIMO,GTP-grid,1,100000,5,0.038111232,182.11683648824692,22.981361746788025,6606.594167709385,558.7638618768258,7165.358029586212,577.9717263510901
724,SIMO,GTP-fourier,8,10000,1,0.015750784,36.81023024022579,0.8136454820632935,4612.165367667254,233.95531858037558,4846.120686247629,434.21393308339475
727,MIMO,GTP-grid,7,1,29,3.5808e-05,0.00048509612679481506,0.000553131103515625,1.1601877328543189,10.750111583494744,11.910299316349061,13.170226323489594
729,MIMO,CGTP-sparse,1,1,6,2.448e-05,8.009374141693115e-08,2.2172927856445312e-05,0.0,0.0031191255429152834,0.0031191255429152834,0.9072696172029774
732,SIMO,CGTP-sparse,8,1000000,1,0.06973676799999999,29.020942747592926,4.815690994262695,0.0,195.7887488789756,195.7887488789756,63.424137467026554
733,SIMO,CGTP-sparse,7,10000,1,0.001065184,0.2007465809583664,0.0124129056930542,0.0,103.37181504186974,103.37181504186974,12.988670835241285
735,MIMO,GTP-grid,3,1000000,13,0.008879936000000001,29.45358243584633,4.458698034286499,2458.8061683910787,1204.8102138387026,3663.616382229781,561.7589520357732
737,SIMO,CGTP-dense,6,1000,1,3.4912e-05,0.03912103921175003,0.001538395881652832,0.0,672.7628695077448,672.7628695077448,42.75708933329144
741,SISO,CGTP-dense,2,10000,1,1.4848e-05,0.019821301102638245,0.0014597177505493164,0.0,976.1470563982834,976.1470563982834,98.21986468505092
748,MIMO,GTP-fourier,2,100000,9,0.0021501120000000005,3.677543729543686,0.5634301900863647,2152.794399102206,224.0218350634418,2376.816234165648,506.54862418589147
749,MIMO,e3x-TP,2,1000,1,3.9328e-05,0.027374267578125,0.0017652511596679688,345.5341726109602,213.4237034809186,558.9578760918788,47.436781674870296
751,MIMO,CGTP-dense,5,1000,146,0.000550208,0.1950494945049286,0.016219019889831543,0.0,53.98133582621769,53.98133582621769,29.952385155572376
755,MIMO,Matrix-TP,1,1000000,5,0.00146624,2.1160926818847656,0.7675197124481201,0.0,921.4145570891068,921.4145570891068,557.7933368346994
756,SISO,CGTP-dense,6,1000000,1,0.003768736,10.678286612033844,2.360988140106201,0.0,2083.310046815016,2083.310046815016,626.3098010378167
759,SIMO,CGTP-sparse,3,100000,1,0.0003632,0.21709129214286804,0.04139602184295654,0.0,84.64786174389701,84.64786174389701,56.68627944929493
760,MIMO,CGTP-sparse,4,10000,85,0.000929408,0.27422793209552765,0.0473332405090332,0.0,111.6696394476753,111.6696394476753,26.94673387687706
761,MIMO,CGTP-dense,7,1000,344,0.00115088,0.7639962732791901,0.05519068241119385,0.0,83.67126354145405,83.67126354145405,35.970927309176396
762,SISO,GTP-fourier,4,100000,1,0.014484,40.35927805304527,1.8405818939208984,5563.190285114398,300.20629290508396,5863.396578019481,423.028996237464
764,MIMO,CGTP-dense,4,1000000,85,0.043319904000000006,114.91109043359756,22.52227210998535,0.0,370.3381270656881,370.3381270656881,582.2889736911889
765,SISO,CGTP-sparse,6,1000000,1,0.002465088,1.8887221813201904,0.144708514213562,0.0,257.5560217410062,257.5560217410062,20.365609665824124
770,MIMO,CGTP-sparse,3,100000,44,0.0027694720000000003,0.9197741746902466,0.2726815938949585,0.0,129.362630542202,129.362630542202,67.57764478288136
771,SIMO,CGTP-dense,4,10000,1,4.56e-05,0.11244526505470276,0.009749293327331543,203.89348431363132,1169.3486267367737,1373.242111050405,229.95190336795716
772,SIMO,GTP-fourier,7,1000,1,0.001060032,2.2598970159888268,0.04740488529205322,3307.2569675771706,187.7835311138837,3495.0404986910544,246.13496220618188
778,MIMO,CGTP-sparse,5,1000000,146,0.16576912,21.494925022125244,93.54636335372925,0.0,154.65044335663833,154.65044335663833,573.5865109030076
779,MIMO,GTP-fourier,1,1000000,5,0.004852832,13.045035302639008,1.9197536706924438,1848.4353028403716,1075.1935092253266,2923.628812065698,510.7011192546148
781,SIMO,GTP-fourier,7,10000,1,0.009390784000000001,22.221101507544518,0.5487179756164551,4801.143410583987,245.41253108369222,5046.55594166768,423.0918111852637
782,SIMO,CGTP-sparse,3,10000,1,0.00010400000000000001,0.021709129214286804,0.001414179801940918,0.0,54.18612523534047,54.18612523534047,8.82541955037739
783,MIMO,e3x-TP,7,1000,1,0.00038476799999999996,3.499267578125,0.15680468082427979,5859.906883755991,18.24872781764555,5878.1556115736375,401.3738306712462
784,SISO,GTP-grid,5,10000,1,0.00025408,0.5871510282158852,0.11468636989593506,841.4413405150115,1207.2962794793373,2048.7376199943487,413.712588539326
789,MIMO,CGTP-dense,1,1000,6,3.481599999999999e-05,0.0056319087743759155,0.0002722740173339844,0.0,119.35381572881639,119.35381572881639,8.63236703887081
790,SISO,GTP-fourier,2,100000,1,0.002123744,3.677543729543686,0.5403997898101807,2135.4448136158217,222.53363098481069,2357.9784446006324,481.32832992388927
791,SIMO,CGTP-dense,1,10000,1,2.2816000000000003e-05,0.01498192548751831,0.0011295080184936523,219.48533899643843,316.51595147887843,536.0012904753169,50.796982786134066
794,MIMO,GTP-grid,7,10000,29,0.000666144,3.8221800848841667,0.286379337310791,2335.560978708343,1339.5084153329096,3675.069394041253,479.66040504234746
795,MIMO,e3x-TP,5,1000,1,0.00014950399999999998,1.077392578125,0.04690885543823242,4860.155326505156,14.522728371560207,4874.6780548767165,316.0192550897338
796,MIMO,GTP-fourier,7,10000,29,0.009397216000000002,22.221101507544518,0.552422046661377,4790.279492197107,245.0197820213457,5035.299274218453,429.45425270946527
797,SISO,GTP-fourier,7,1000,1,0.001058208,2.2598970159888268,0.04596149921417236,3265.916255482456,186.41578213410062,3452.332037616557,215.43963261253
798,MIMO,CGTP-dense,2,100000,19,0.0005407999999999999,0.8024069368839264,0.16913604736328125,0.0,496.1573832042744,496.1573832042744,423.57658262696174
804,SIMO,GTP-grid,7,1000,1,8.144e-05,0.31224317103624344,0.011544227600097656,1736.003369175378,198.14493569180942,1934.1483048671876,159.24052923250272
805,SISO,CGTP-dense,4,1000,1,1.4752e-05,0.006148435175418854,0.0003947019577026367,0.0,301.47589229848285,301.47589229848285,23.64868631693354
806,SISO,CGTP-sparse,4,100000,1,0.000157248,0.09052455425262451,0.009304523468017578,0.0,220.21581195660255,220.21581195660255,23.197028403874082
811,SIMO,CGTP-sparse,7,1000000,1,0.10221683200000002,20.07465809583664,2.7535336017608643,0.0,105.18589787244989,105.18589787244989,72.75475650150648
815,SISO,CGTP-dense,2,100000,1,6.7456e-05,0.19622936844825745,0.023555517196655273,0.0,2195.068317974895,2195.068317974895,394.7406531991547
818,MIMO,GTP-fourier,8,1000,33,0.0016974719999999998,3.7438663467764854,0.06382381916046143,4163.590749747347,214.02633866189396,4377.617088409242,278.2182284414783
822,SIMO,CGTP-dense,4,1000,1,2.4512000000000002e-05,0.013206139206886292,0.0006778240203857422,52.88862846267055,284.7510795316097,337.63970799428023,26.30112244977781
825,SIMO,CGTP-sparse,1,1000,1,1.4304e-05,0.00019278377294540405,3.5881996154785156e-05,0.0,9.795923422022563,9.795923422022563,2.0629642936144195
829,MIMO,CGTP-sparse,4,100,85,0.001233376,0.0011859461665153503,0.004873752593994141,0.0,0.918117308487219,0.918117308487219,3.861098014736174
830,MIMO,GTP-grid,4,100000,17,0.042267008,228.02960427105427,24.79969573020935,9575.752561413676,1692.2471892890458,11267.999750702722,555.7339512431676
831,MIMO,CGTP-sparse,1,100000,6,0.000139296,0.02868473529815674,0.007008910179138184,0.0,39.75509925791193,39.75509925791193,10.481280276988826
832,SISO,GTP-fourier,6,1000,1,0.000667808,1.3281124457716942,0.03246140480041504,1990.614914217768,133.20003097057358,2123.8149451883414,188.4686432868323
837,SIMO,CGTP-sparse,6,1000000,1,0.065498112,13.18473368883133,1.701385259628296,0.0,85.38182600318468,85.38182600318468,75.69537433071973
838,SISO,GTP-fourier,4,1000,1,0.000211872,0.32682039588689804,0.011350750923156738,1197.599569276625,140.3972011921166,1337.996770468742,135.7984647619801
842,SISO,GTP-fourier,10,10000,1,0.035985056,78.9618254750967,1.067534327507019,7194.941832614915,312.52429163199554,7507.466124246909,366.22006778282775
843,SISO,GTP-grid,2,10000,1,8.4576e-05,0.10549453645944595,0.019634366035461426,391.6876656668527,514.1022782577926,905.7899439246452,250.59189382188495
844,MIMO,CGTP-dense,6,1,231,0.000372896,0.0005662161856889725,0.0008181333541870117,0.0,1.7082102177741172,1.7082102177741172,2.2460389300918906
845,SISO,CGTP-dense,8,10000,1,6.704e-05,0.19582106173038483,0.02421557903289795,0.0,2207.303117051048,2207.303117051048,393.8405226590736
846,MIMO,CGTP-dense,7,100,344,0.000950464,0.09438049886375666,0.006564497947692871,0.0,6.831368550673132,6.831368550673132,7.216632510259149
849,SISO,CGTP-dense,4,1000000,1,0.0017453120000000002,5.350785791873932,1.0852490663528442,0.0,2343.7620608372167,2343.7620608372167,622.5463212538662
850,SIMO,GTP-fourier,6,1000,1,0.000670336,1.3281124457716942,0.03381812572479248,1964.914486921529,132.41936242433366,2097.3338493458627,213.61344956783643
851,MIMO,CGTP-dense,5,1,146,0.0001808,0.000215102918446064,0.0004271268844604492,0.0,1.283553486798761,1.283553486798761,2.2144574843312044
852,MIMO,CGTP-dense,9,10000,670,0.005734528,22.920685082674026,1.715001106262207,126.26316195382532,183.24568195044154,309.5088439042669,280.93108443886484
854,MIMO,GTP-fourier,4,1000,17,0.00021248,0.32682039588689804,0.012202978134155273,1202.399567550279,140.5451283490049,1342.9446958992842,157.09994133612048
856,MIMO,GTP-grid,8,1000,33,0.00012777600000000002,0.6121419742703438,0.02099740505218506,2326.164328574445,322.5237431841133,2648.688071758558,193.59915733807702
858,SIMO,CGTP-sparse,8,10000,1,0.0009673279999999999,0.29020942747592926,0.022221684455871582,0.0,145.3400830940018,145.3400830940018,17.0752168878157
859,SISO,CGTP-dense,10,10000,1,7.5904e-05,0.5413271337747574,0.036156415939331055,6036.504384336753,72.02094032317554,6108.525324659929,484.60269716824325
860,SISO,GTP-fourier,1,10000,1,0.00010326399999999999,0.17614613473415375,0.01177978515625,1168.9485387599216,150.67691041188337,1319.6254491718048,153.78095834504916
863,MIMO,CGTP-sparse,2,100,19,0.00017206399999999998,7.487833499908447e-05,0.0004734992980957031,0.0,0.42848894806051924,0.42848894806051924,2.6778692612002346
865,SISO,GTP-fourier,5,100000,1,0.028846880000000002,62.29423388838768,2.7771888971328735,5772.272426658426,293.2430700032154,6065.515496661641,429.0084046308082
866,SISO,GTP-grid,7,1000,1,6.656e-05,0.07867523282766342,0.009873747825622559,544.7887944034327,332.3469188925316,877.1357132959643,143.1224922127801
869,SIMO,GTP-fourier,5,1000,1,0.00038870399999999997,0.6493125781416893,0.02178370952606201,2621.9194188456013,209.84983895203362,2831.7692577976354,180.8543896347513
870,MIMO,CGTP-sparse,5,100000,146,0.010761984,6.699934601783752,2.1476070880889893,0.0,113.51374028102063,113.51374028102063,70.48954652306281
875,SISO,GTP-grid,1,1000000,1,0.003137216,8.034195266664028,0.9174414873123169,1286.801484788226,1199.9224303071157,2486.723915095342,411.42037118785055
880,SISO,GTP-fourier,6,10000,1,0.005661024000000001,13.056637153029442,0.38832104206085205,4289.363261131223,228.749133622022,4518.112394753245,352.286519691141
883,SIMO,CGTP-dense,10,10000,1,0.00033868799999999997,2.4889707416296005,0.12086951732635498,1874.4275166187217,747.7185287952075,2622.146045413929,395.56050365029904
884,SIMO,GTP-grid,2,1000,1,4.896e-05,0.019460923969745636,0.0015053749084472656,135.4651017622514,198.42907181439236,333.89417357664377,35.34722791122296
886,SISO,GTP-grid,1,1000,1,3.7824e-05,0.013046875596046448,0.0005438327789306641,119.92886272714411,183.9153004955437,303.8441632226878,16.74434977645767
887,MIMO,GTP-grid,6,1,25,3.1871999999999996e-05,0.00034240446984767914,0.00033104419708251953,0.7392824158187985,9.262176970152087,10.001459385970884,9.674411318860546
890,MIMO,GTP-grid,5,1000,21,7.36e-05,0.14604351297020912,0.008008003234863281,1126.8950630077204,220.72872064004832,1347.6237836477685,120.8945220511008
897,SISO,GTP-grid,10,10000,1,0.000753728,4.261695686727762,0.3609609603881836,3650.5915812507865,726.8383402844526,4377.4299215352385,468.68218350084123
899,MIMO,GTP-grid,8,10000,33,0.000868576,8.289386242628098,0.3049657344818115,5089.9578825587105,952.3930587475467,6042.3509413062575,431.6548195308133
901,MIMO,GTP-fourier,6,10000,25,0.005687776,13.056637153029442,0.4080544710159302,4333.026663352059,230.1389777012748,4563.165641053333,427.56109150662337
911,SIMO,CGTP-sparse,5,100000,1,0.003376832,0.8082948625087738,0.07243359088897705,0.0,101.52797652885752,101.52797652885752,41.726003893131384
912,MIMO,GTP-fourier,2,1,9,3.6e-05,3.3877789974212646e-05,7.092952728271484e-05,0.0,0.8612461405870395,0.8612461405870395,1.899493970425339
913,SISO,GTP-grid,9,10000,1,0.0006729279999999999,3.7603838481009007,0.29463326930999756,2234.399342213239,1240.9376944969124,3475.337036710151,438.2175898006516
915,MIMO,GTP-grid,2,100000,9,0.040273344,189.21596068143845,23.569810152053833,7281.466873292105,1014.2598620741007,8295.726735366206,587.8617909015072
916,MIMO,GTP-fourier,7,1000,29,0.001065472,2.2598970159888268,0.047751426696777344,3231.896294487847,185.34003333679118,3417.236327824638,259.6921927051178
917,MIMO,Matrix-TP,8,10000,33,0.005469408,98.88508605957031,1.7836344242095947,15062.505780997148,3980.094042410196,19042.599823407345,325.39459536842895
920,MIMO,CGTP-dense,3,1000000,44,0.016382752,40.28970968723297,7.579591751098633,0.0,466.60939353807925,466.60939353807925,576.4031681697081
924,MIMO,CGTP-dense,8,1000,489,0.00157904,1.3860983923077583,0.08540904521942139,71.76820973583892,74.15639626317494,145.92460599901386,39.331821126318275
932,MIMO,GTP-grid,4,1,17,2.7136e-05,0.00018998794257640839,0.00010383129119873047,0.6961126397125913,4.861306195827639,5.557418835540231,3.7416663213121035
934,MIMO,GTP-fourier,3,1,13,4.2976e-05,0.00011466443538665771,0.00012981891632080078,0.0,2.4571884590164794,2.4571884590164794,3.0525837922231545
936,SISO,GTP-fourier,3,1000,1,0.000127232,0.12350668758153915,0.006103873252868652,1123.147738525025,116.99687618818209,1240.1446147132071,93.2188379536889
938,SISO,CGTP-dense,6,10000,1,4.6752e-05,0.11828745901584625,0.014190912246704102,0.0,1810.3781604329852,1810.3781604329852,342.6204367406708
940,MIMO,Matrix-TP,2,100000,9,0.00063952,2.6445388793945312,0.2567657232284546,1698.1380277889066,1237.017840083744,2935.1558678726506,428.40448621876703
941,MIMO,CGTP-dense,2,1000000,19,0.005656512,11.922617495059967,2.125201106071472,0.0,550.6719227897396,550.6719227897396,539.3340371221614
944,SIMO,CGTP-dense,5,1000,1,3.1231999999999995e-05,0.019309110939502716,0.001188516616821289,0.0,444.86608582683283,444.86608582683283,36.85815398118344
946,MIMO,GTP-grid,7,1000000,29,0.028508352,344.7829763889313,14.521016716957092,10894.279064937136,60.868595439324814,10955.147660376462,534.0523993003437
947,SIMO,GTP-fourier,3,100000,1,0.0062496,11.824316829442978,1.1502870321273804,2544.6343211777344,185.08456982466257,2729.7188910023974,502.47943610699093
948,MIMO,CGTP-dense,4,1,85,7.564799999999999e-05,5.843210965394974e-05,0.00020444393157958984,0.0,0.792087105395305,0.792087105395305,2.618101998680888
949,MIMO,GTP-fourier,5,1000000,21,0.28805251200000004,622.4876269698143,29.29956078529358,6184.915400636079,308.57132808755955,6493.486728723638,489.0449202792388
953,SIMO,CGTP-dense,5,1000000,1,0.01342192,33.79978287220001,8.115497946739197,556.4287226978214,1103.491772263077,1659.9204949608984,592.8517077251727
954,MIMO,GTP-grid,2,10000,9,8.9024e-05,0.12474388629198074,0.02165818214416504,386.0110328311012,586.7007619718961,972.7117948029972,272.2958079855459
959,MIMO,CGTP-dense,4,100,85,0.00047696,0.010075469501316547,0.0015937089920043945,0.0,5.142197311166448,5.142197311166448,3.4959295715374044
961,SISO,GTP-fourier,9,10000,1,0.023560128,54.88855277001858,0.8810068368911743,4308.880584221413,218.44771631423268,4527.328300535646,355.02563915833304
962,SISO,GTP-grid,3,1000000,1,0.007929792,17.485124945640564,3.8599853515625,740.7432303754458,1921.5675509096054,2662.3107812850517,556.3325215969895
964,MIMO,CGTP-dense,3,100,44,0.000187008,0.0037068361416459084,0.0005856752395629883,0.0,5.888527584804663,5.888527584804663,3.6449437586569395
965,SISO,GTP-grid,3,10000,1,0.000121088,0.1606311798095703,0.04330277442932129,410.5941370123721,594.2751149086911,1004.8692519210633,368.4834630371378
971,SIMO,GTP-grid,6,1000000,1,0.021405472,224.35658678412437,10.875825047492981,7176.238032711262,1041.3173036172261,8217.555336328489,543.8287417771052
973,SIMO,GTP-grid,8,1000,1,0.000118688,0.5242432076483965,0.020429253578186035,1708.2912333925963,578.4875161093873,2286.7787495019834,189.31342930727422
975,MIMO,GTP-fourier,9,10000,37,0.02360464,54.88855277001858,0.9256819486618042,4301.479025516296,218.07408311768359,4519.55310863398,440.7486850938499
976,SISO,CGTP-sparse,6,100000,1,0.00029030399999999996,0.18887221813201904,0.013799548149108887,0.0,233.43841230128126,233.43841230128126,17.673328214382792
978,MIMO,GTP-fourier,2,1000000,9,0.021045248,36.23124212026596,5.6985204219818115,2249.3450529104844,1234.4200775241773,3483.765130434662,549.4924269694022
979,MIMO,GTP-fourier,4,1,17,5.801600000000001e-05,0.00029350072145462036,0.00045430660247802734,0.0,7.604010045034204,7.604010045034204,10.72602818407184
980,MIMO,CGTP-dense,1,100,6,2.7967999999999997e-05,0.000642918050289154,6.0677528381347656e-05,2.813198573469764,14.877425527429246,17.69062410089901,2.1384043841099367
981,MIMO,GTP-grid,1,1,5,1.776e-05,1.1101365089416504e-06,1.823902130126953e-05,0.0,0.06037763434118051,0.06037763434118051,1.018327349833928
983,SIMO,GTP-fourier,4,1000,1,0.00021404800000000002,0.32682039588689804,0.012252569198608398,1192.8377419633982,139.39661760223456,1332.2343595656328,151.64370948579844
985,SIMO,CGTP-dense,1,1000,1,1.984e-05,0.001994580030441284,0.0001323223114013672,54.03010965251237,35.205890464604586,89.23600011711696,6.784199046827627
988,SISO,GTP-fourier,8,1000,1,0.00169104,3.7438663467764854,0.06150615215301514,4163.590749747347,213.98704094752915,4377.577790694876,223.21684607030818
990,SIMO,CGTP-sparse,7,100000,1,0.008697279999999998,2.007465809583664,0.39576780796051025,0.0,125.47118463921325,125.47118463921325,58.626323324597124
991,SIMO,GTP-fourier,10,10000,1,0.036063007999999994,78.9618254750967,1.1152867078781128,7185.3353626968055,312.2038911125388,7497.539253809343,408.05545795493754
994,SISO,CGTP-sparse,4,1000000,1,0.001209504,0.9052455425262451,0.09980320930480957,0.0,253.81247491337533,253.81247491337533,28.56407017964227
995,MIMO,CGTP-dense,6,1000,231,0.000801408,0.3938067927956581,0.027716875076293945,0.0,50.591651717559934,50.591651717559934,30.284534659156257
